Center,CAReportName,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Mo. Bdgt Var May 2025,Mo. Bdgt May 2025,YTD May 2025,YTD Bdgt May 2025,YTD May 2024
2011-001 Torrance GI,7370-0000 Minor equipment expense,0.00,0.00,0.00,0.00,1472.86,4279.57,0.00,0.00,0.00,0.00,5752.43,0.00,465.40
2011-001 Torrance GI,7371-0000 Accreditation fee,191.73,191.73,191.73,191.73,191.73,191.73,191.73,0.00,0.00,191.73,958.65,958.65,958.65
2011-001 Torrance GI,7411-0000 Rent building,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2964.40
2011-001 Torrance GI,7412-0000 Rent equipment,2597.27,2597.27,2597.27,2597.27,2597.72,5319.24,2190.00,0.00,76.00,2266.00,15301.50,11330.00,4633.08
2011-001 Torrance GI,7415-0000 CAM,285.25,285.25,285.25,285.25,515.25,285.25,0.00,0.00,295.25,295.25,1371.00,1476.25,293.25
2011-001 Torrance GI,7416-0000 Lease level expense,32281.54,32281.54,32281.54,32281.54,28120.21,28236.33,0.00,0.00,31031.00,31031.00,120919.62,155155.00,157803.01
2011-001 Torrance GI,7421-0000 Insurance malpractice,-223.40,4710.78,1906.20,1906.22,1906.22,1906.22,1906.22,0.00,-628.32,1277.90,9531.08,6389.51,5755.90
2011-001 Torrance GI,7422-0000 Insurance other,8484.02,1019.77,5352.90,2965.29,2652.38,2652.38,2652.38,0.00,253.63,2906.01,16275.33,14530.06,7033.60
2011-001 Torrance GI,7431-0000 Utilities,1490.24,1500.00,2802.06,1242.74,1094.17,2042.57,-2300.00,0.00,4075.56,1775.56,4881.54,8817.12,2648.13
2011-001 Torrance GI,7501-0000 Property tax,667.99,667.99,667.99,667.99,667.99,667.99,667.99,0.00,233.80,901.79,3339.95,4508.93,4066.10
2011-001 Torrance GI,7505-0000 Franchise taxes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,900.00
2011-001 Torrance GI,7507-0000 Sales tax,0.00,0.00,0.00,0.00,100.00,170.00,0.00,0.00,0.00,0.00,270.00,0.00,0.00
2011-001 Torrance GI,7509-0000 Other taxes and licenses,142.24,0.00,258.54,1312.54,386.54,1256.55,258.54,0.00,213.23,471.77,3472.71,2358.83,3719.36
2011-001 Torrance GI,7654-0000 Depreciation leasehold improvements,13293.61,13293.17,13293.44,13293.43,13293.48,13293.34,0.00,0.00,13293.00,13293.00,53173.69,66465.00,66462.19
2011-001 Torrance GI,7655-0000 Depreciation moveable equipment,6854.91,8273.83,8806.17,8806.14,8898.34,8598.31,0.00,0.00,8179.67,8179.67,35108.96,39396.67,38410.82
2011-001 Torrance GI,7656-0000 Depreciation software,542.06,542.06,542.06,542.06,542.06,542.06,0.00,0.00,542.00,542.00,2168.24,2710.00,0.00
2011-001 Torrance GI,8102-0000 Interest income,-16.83,-267.18,-198.09,-52.38,-470.19,55.97,0.00,0.00,0.00,0.00,-664.69,0.00,0.00
2011-001 Torrance GI,8109-0000 Misc net revenues,-1000.00,-2000.00,-700.00,-700.00,-200.00,-100.00,0.00,0.00,-2022.56,-2022.56,-1700.00,-10112.78,-10028.13
2011-001 Torrance GI,8139-0000 Employee retention credit,-153250.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2011-001 Torrance GI,8143-0000 Misc other income,-260.94,13.62,-169.43,-203.79,-68.50,-338.40,227.04,0.00,557.26,-330.22,-553.08,-1651.10,0.00
2011-001 Torrance GI,8211-0000 Interest expense debt,7232.24,7299.71,7198.56,6351.54,7060.04,6815.12,0.00,0.00,7900.91,7900.91,27425.26,39504.55,39130.89
2011-001 Torrance GI,8213-0000 Interest expense related party,10706.86,10806.74,10657.00,9403.04,10451.93,10089.35,0.00,0.00,0.00,0.00,40601.32,0.00,47448.94
2011-001 Torrance GI,R101-6001 GI procedures,1083.00,937.00,994.00,1030.00,1171.00,1178.00,0.00,0.00,-1250.00,1250.00,4373.00,6196.43,5955.00
2011-001 Torrance GI,S005-0000 Working days in the month,19.00,20.00,22.00,20.00,21.00,22.00,0.00,0.00,0.00,0.00,85.00,0.00,108.00
2011-001 Torrance GI,S101-0000 GI cases,863.00,735.00,770.00,804.00,878.00,900.00,0.00,0.00,-939.85,939.85,3352.00,4658.97,4519.00
2011-001 Torrance GI,S128-6021 General practice visits - Established patients,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013-001 Abilene GI,1111-1102 Depository - Refund disbursement,-2931.90,-3021.07,-5924.94,-2919.27,-2919.13,-3368.47,0.00,0.00,0.00,0.00,-15131.81,0.00,-20784.44
2013-001 Abilene GI,1111-1105 Depository - Non capitated collection,135445.01,120924.13,96576.18,111202.67,119995.65,161126.69,0.00,0.00,0.00,0.00,488901.19,0.00,764044.66
2013-001 Abilene GI,1111-1147 Depository - Grant collections,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013-001 Abilene GI,1131-1102 Disbursements - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013-001 Abilene GI,1134-1102 Practice cash - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013-001 Abilene GI,5312-5303 GP capital current year - Distribution,35160.00,30960.00,33540.00,10980.00,14700.00,40500.00,20280.00,0.00,20280.00,0.00,120000.00,0.00,167760.00
2013-001 Abilene GI,5322-5303 LP capital current year - Distribution,23440.00,20640.00,22360.00,7320.00,9800.00,27000.00,13520.00,0.00,13520.00,0.00,80000.00,0.00,111840.00
2013-001 Abilene GI,6101-6001 GI revenue,-445545.80,-436582.50,-401925.17,-433259.35,-405975.12,-399671.31,70413.55,0.00,572453.95,-502040.40,-1570417.40,-2485073.66,-2736810.84
2013-001 Abilene GI,6201-6001 Contract adj GI,318129.61,310649.15,290591.90,320246.51,287520.01,277962.36,0.00,0.00,-350554.00,350554.00,1176320.78,1735391.36,1961686.88
2013-001 Abilene GI,6301-6001 Bad debt exp GI,1782.18,1746.33,1607.70,6733.04,1623.90,4598.69,0.00,0.00,7165.81,7165.81,14563.33,35473.79,33947.24
2013-001 Abilene GI,7115-0000 Clinical salaries,13875.67,16170.64,15347.43,13294.43,19289.94,19962.15,-2605.11,0.00,19962.00,17356.89,65288.84,88078.48,100704.31
2013-001 Abilene GI,7116-0000 Clinical overtime,196.64,211.21,0.00,0.00,54.00,0.00,0.00,0.00,9.23,9.23,54.00,592.57,542.65
2013-001 Abilene GI,7117-0000 Administrative support salaries,9247.12,9192.61,9610.46,8356.92,8774.77,9192.61,-1253.54,0.00,10813.54,9560.00,34681.22,49940.00,51731.36
2013-001 Abilene GI,7129-0000 Accrued compensation,371.00,-437.32,371.00,371.00,371.00,371.00,-2226.00,0.00,3626.09,1400.09,-742.00,7000.46,1493.80
2013-001 Abilene GI,7141-0000 FICA,1867.15,1922.03,1904.69,1656.31,2155.68,2225.79,-295.19,0.00,2287.72,1992.53,7647.28,10257.22,11870.10
2013-001 Abilene GI,7143-0000 Federal unemployment,-0.54,32.61,91.74,25.46,51.29,8.90,0.00,0.00,16.21,16.21,177.39,292.03,347.71
2013-001 Abilene GI,7145-0000 State unemployment,-0.22,13.58,38.22,22.64,20.97,18.39,-1.96,0.00,53.29,51.33,98.26,372.48,177.55
2013-001 Abilene GI,7161-0000 Pension,650.16,650.16,650.16,650.16,650.16,2692.67,650.16,0.00,485.27,1135.43,5293.31,5677.13,6022.52
2013-001 Abilene GI,7163-0000 Employee insurance,576.23,560.00,576.23,-3343.77,0.00,48.69,0.00,0.00,939.51,939.51,-2718.85,4697.55,5148.56
2013-001 Abilene GI,7165-0000 Workers compensation,94.95,504.00,386.29,338.70,252.00,-998.89,0.00,0.00,519.27,519.27,-21.90,2596.37,1797.18
2013-001 Abilene GI,7201-0000 Medical supplies actual,12120.97,7214.81,5015.56,9347.90,7964.57,7750.94,269.45,0.00,7318.62,7588.07,30348.42,37724.33,37234.63
2013-001 Abilene GI,7203-0000 Medical supplies accrual,-56.00,1128.00,-21.00,-1770.00,-646.00,1322.00,-1322.00,0.00,1322.00,0.00,-2437.00,0.00,2124.00
2013-001 Abilene GI,7205-0000 Prescription drugs actual,743.74,964.86,694.37,179.53,1645.19,922.24,0.00,0.00,1027.90,1027.90,3441.33,5088.54,5974.82
2013-001 Abilene GI,7207-0000 Prescription drugs accrual,-309.00,565.00,-243.00,316.00,-638.00,386.00,-386.00,0.00,386.00,0.00,-565.00,0.00,68.00
2013-001 Abilene GI,7223-0000 Corporate rebate program,-225.52,-1086.60,-139.51,-382.72,-638.87,-321.05,0.00,0.00,-433.20,-433.20,-1482.15,-2144.53,-2391.36
2013-001 Abilene GI,7301-0000 Linen service,1700.00,1446.34,1626.89,1401.82,1794.09,1803.24,-1000.00,0.00,2875.59,1875.59,5626.04,9377.97,8980.12
2013-001 Abilene GI,7303-0000 Cleaning service,1048.00,1008.90,1027.24,1028.76,1028.38,1029.14,1028.38,0.00,70.65,1099.03,5141.90,5495.15,5412.14
2013-001 Abilene GI,7305-0000 Medical waste,305.00,-295.22,314.78,629.56,0.00,629.56,0.00,0.00,406.39,406.39,1573.90,2031.97,1843.58
2013-001 Abilene GI,7306-0000 Medical specialist fee,1600.00,1600.00,1600.00,1844.27,1330.00,1600.00,489.04,0.00,952.00,1441.04,6863.31,7205.19,6183.27
2013-001 Abilene GI,7309-0000 Billing service,4520.86,4037.37,3284.10,3763.84,4133.62,5389.39,0.00,0.00,5051.22,5051.22,16570.95,24997.30,25866.22
2013-001 Abilene GI,7311-0000 Accounting fees related party,788.07,770.67,770.67,770.67,770.67,770.67,770.67,0.00,5.20,775.87,3853.35,3879.34,3766.35
2013-001 Abilene GI,7312-0000 Outside accounting services,460.00,460.00,460.00,460.00,460.00,460.00,0.00,0.00,460.00,460.00,1840.00,2300.00,2300.00
2013-001 Abilene GI,7313-0000 Legal fees,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00,0.00
2013-001 Abilene GI,7317-0000 Management fee,6281.70,6209.35,5486.28,5313.99,5841.56,5855.51,0.00,0.00,7216.03,7216.03,22497.34,35710.43,37058.83
2013-001 Abilene GI,7319-0000 Consulting fees,0.00,0.00,0.00,0.00,1080.00,0.00,0.00,0.00,0.00,0.00,1080.00,0.00,3500.00
2013-001 Abilene GI,7323-0000 Contract services,512.84,2406.22,1975.14,1559.84,1835.79,6384.43,1486.57,0.00,77.37,1563.94,13241.77,7819.71,7669.53
2013-001 Abilene GI,7327-0000 Uniform allowance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.32,20.32,0.00,101.62,16.91
2013-001 Abilene GI,7331-0000 GP travel,0.00,1104.31,0.00,1135.28,0.00,1109.32,0.00,0.00,561.10,561.10,2244.60,2805.48,2437.48
2013-001 Abilene GI,7333-0000 LP travel,36.00,553.28,17.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.70,0.00,0.00
2013-001 Abilene GI,7337-0000 Business meals and entertainment,106.61,427.12,107.88,141.21,0.00,74.65,-43.30,0.00,306.46,263.16,280.44,1315.78,1480.37
2013-001 Abilene GI,7338-0000 Facility food and beverage,98.58,127.73,-78.52,81.87,21.50,103.85,-103.85,0.00,147.99,44.14,24.85,220.72,271.73
2013-001 Abilene GI,7339-0000 Office supplies,882.58,687.22,834.72,1510.25,633.06,390.67,525.02,0.00,764.79,1289.81,3893.72,6449.04,6737.74
2013-001 Abilene GI,7341-0000 Postage,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.55,17.55,0.00,87.75,0.00
2013-001 Abilene GI,7343-0000 Express delivery,0.00,0.00,11.81,10.88,0.00,0.00,0.00,0.00,21.16,21.16,22.69,105.80,17.06
2013-001 Abilene GI,7347-0000 Telephone,811.42,927.00,962.97,499.44,115.61,3039.44,0.00,0.00,825.04,825.04,4617.46,4125.20,3744.28
2013-001 Abilene GI,7349-0000 Dues and subscriptions,0.00,550.00,1250.00,295.00,0.00,0.00,0.00,0.00,209.00,209.00,1545.00,1045.00,2436.98
2013-001 Abilene GI,7351-0000 Meetings and conferences,0.00,3171.73,0.00,0.00,0.00,236.70,0.00,0.00,138.75,138.75,236.70,693.75,1665.00
2013-001 Abilene GI,7353-0000 Maintenance scopes,2598.01,2598.01,2598.01,2598.01,2598.01,2598.01,2598.01,0.00,84.52,2682.53,12990.05,13412.65,15632.76
2013-001 Abilene GI,7355-0000 Maintenance other,3202.95,6409.79,2915.20,3009.18,2735.04,3373.13,50.00,0.00,2182.37,2232.37,12082.55,11161.85,9037.73
2013-001 Abilene GI,7356-0000 Software maintenance contracts,1215.98,1817.85,1411.00,1411.01,1411.00,1411.00,1375.00,0.00,3625.00,5000.00,7019.01,25000.00,26267.04
2013-001 Abilene GI,7357-0000 Advertising,1479.59,1572.13,510.00,1775.74,1238.75,6160.00,1540.00,0.00,-510.39,1029.61,11224.49,5148.03,5027.24
2013-001 Abilene GI,7363-0000 Employee recruiting cost,0.00,0.00,0.00,480.74,766.48,0.00,0.00,0.00,36.99,36.99,1247.22,184.95,443.84
2013-001 Abilene GI,7369-0000 Other operating expense,1264.31,1117.10,1605.38,1078.33,893.27,937.82,0.00,0.00,1486.54,1486.54,4514.80,7432.70,7979.38
2013-001 Abilene GI,7370-0000 Minor equipment expense,1426.78,909.24,294.88,0.00,733.06,0.00,0.00,0.00,0.00,0.00,1027.94,0.00,405.52
2013-001 Abilene GI,7371-0000 Accreditation fee,157.10,157.10,157.10,157.10,157.10,157.10,157.10,0.00,0.00,157.10,785.50,785.50,767.52
2013-001 Abilene GI,7411-0000 Rent building,191.12,191.12,191.12,191.12,191.12,191.12,0.00,0.00,191.12,191.12,764.48,955.60,1248.67
2013-001 Abilene GI,7412-0000 Rent equipment,105.64,105.64,221.04,113.29,97.59,105.64,0.00,0.00,105.81,105.81,537.56,529.07,435.05
2013-001 Abilene GI,7415-0000 CAM,688.73,688.73,834.29,1131.42,945.29,882.99,-945.00,0.00,1720.08,775.08,2848.99,3875.40,3825.16
2013-001 Abilene GI,7416-0000 Lease level expense,5743.22,5746.72,5746.72,5746.72,5746.72,5746.72,0.00,0.00,5746.72,5746.72,22986.88,28733.60,28733.59
2013-001 Abilene GI,7421-0000 Insurance malpractice,-241.93,995.41,405.79,405.83,405.83,405.83,405.83,0.00,-73.67,332.16,2029.11,1660.79,2167.53
2013-001 Abilene GI,7422-0000 Insurance other,2174.79,983.54,312.60,312.60,312.60,312.60,312.60,0.00,380.37,692.97,1563.00,3464.83,2723.95
2013-001 Abilene GI,7431-0000 Utilities,459.94,419.74,219.39,513.70,513.70,470.01,0.00,0.00,302.16,302.16,1716.80,1500.46,1420.20
2013-001 Abilene GI,7501-0000 Property tax,1303.49,2209.84,1378.74,1379.02,1379.30,1379.02,1379.02,0.00,-112.07,1266.95,6895.10,6334.73,6537.30
2013-001 Abilene GI,7505-0000 Franchise taxes,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,100.00
2013-001 Abilene GI,7509-0000 Other taxes and licenses,216.69,775.00,775.00,775.00,775.00,774.67,-341.33,0.00,1149.05,807.72,2758.34,4038.59,4104.68
2013-001 Abilene GI,7654-0000 Depreciation leasehold improvements,2117.86,2117.84,2117.84,2117.84,2117.84,2117.84,0.00,0.00,2118.00,2118.00,8471.36,10590.00,10589.20
2013-001 Abilene GI,7655-0000 Depreciation moveable equipment,805.55,805.48,805.51,805.51,805.53,805.51,0.00,0.00,922.67,922.67,3222.06,4380.00,3910.79
2013-001 Abilene GI,7912-7011 State income taxes - GP allocation,430.00,-4102.00,419.00,419.00,419.00,419.00,0.00,0.00,282.69,282.69,1676.00,1352.70,2150.00
2013-001 Abilene GI,7912-7012 State income taxes - LP allocation,287.00,-2735.00,280.00,280.00,280.00,280.00,0.00,0.00,271.61,271.61,1120.00,1299.65,1435.00
2013-001 Abilene GI,8102-0000 Interest income,0.00,-13.37,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.98,0.00,-0.06
2013-001 Abilene GI,8109-0000 Misc net revenues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2.63
2013-001 Abilene GI,8143-0000 Misc other income,-62.10,-44.51,-361.59,55.96,7.74,-222.67,128.86,0.00,228.56,-99.70,-391.70,-498.51,0.00
2013-001 Abilene GI,R101-6001 GI procedures,233.00,224.00,208.00,226.00,211.00,206.00,-36.00,0.00,-294.38,258.38,815.00,1279.10,1404.00
2013-001 Abilene GI,S005-0000 Working days in the month,19.00,20.00,22.00,20.00,21.00,22.00,0.00,0.00,0.00,0.00,85.00,0.00,108.00
2013-001 Abilene GI,S101-0000 GI cases,173.00,160.00,153.00,156.00,175.00,170.00,-28.00,0.00,-229.86,201.86,626.00,999.29,1111.00
2015-001 Shawnee GI,1111-1102 Depository - Refund disbursement,-1948.66,-15878.64,-5962.51,-6528.01,-8341.22,-22088.65,0.00,0.00,0.00,0.00,-42920.39,0.00,-72356.06
2015-001 Shawnee GI,1111-1105 Depository - Non capitated collection,208544.07,215086.42,242765.32,199476.48,194065.26,208534.83,0.00,0.00,0.00,0.00,844841.89,0.00,1189072.63
2015-001 Shawnee GI,1111-1139 Depository - Anesthesia collection,61631.07,56669.49,59731.47,45875.59,47258.87,44766.23,0.00,0.00,0.00,0.00,197632.16,0.00,276171.10
2015-001 Shawnee GI,1111-1144 Depository - Anesthesia refund disbursement,-522.09,-1360.22,-508.94,-240.12,-602.16,-337.59,0.00,0.00,0.00,0.00,-1688.81,0.00,-7769.72
2015-001 Shawnee GI,1111-1147 Depository - Grant collections,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015-001 Shawnee GI,1112-1102 Depository development - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015-001 Shawnee GI,1131-1102 Disbursements - Refund disbursement,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015-001 Shawnee GI,5312-5303 GP capital current year - Distribution,36363.00,43605.00,20196.00,14586.00,27081.00,32895.00,43656.00,0.00,43656.00,0.00,138414.00,0.00,130101.00
2015-001 Shawnee GI,5322-5303 LP capital current year - Distribution,34937.00,41895.00,19404.00,14014.00,26019.00,31605.00,41944.00,0.00,41944.00,0.00,132986.00,0.00,124999.00
2015-001 Shawnee GI,6101-6001 GI revenue,-464036.65,-475910.05,-426959.43,-431097.39,-344008.74,-513169.52,63971.78,0.00,517433.26,-453461.48,-1651263.30,-2243477.65,-2534735.00
2015-001 Shawnee GI,6113-6001 Anesthesiology revenue,-385912.80,-400545.84,-374591.55,-360870.04,-308229.77,-449595.92,57669.92,0.00,-443336.23,-385666.31,-1435617.36,-1909212.21,-2085459.68
2015-001 Shawnee GI,6201-6001 Contract adj GI,269252.63,260937.36,220378.16,237707.83,181676.92,272914.44,0.00,0.00,-258551.23,258551.23,912677.35,1279938.51,1474055.81
2015-001 Shawnee GI,6213-6001 Contract adj anesthesiology,334901.87,344676.52,317018.42,315039.54,264084.59,392497.24,0.00,0.00,338075.08,338075.08,1288639.79,1673615.42,1837606.29
2015-001 Shawnee GI,6301-6001 Bad debt exp GI,2320.18,2379.55,2134.80,2155.49,-3279.96,2565.85,0.00,0.00,1476.96,1476.96,3576.18,7311.58,12673.67
2015-001 Shawnee GI,6313-6001 Bad debt exp anesthesiology,1157.74,1201.64,1123.77,1082.61,924.69,1348.79,0.00,0.00,1272.70,1272.70,4479.86,6300.40,1256.38
2015-001 Shawnee GI,7115-0000 Clinical salaries,47522.03,56871.75,46238.88,43150.25,42441.23,51885.79,26808.71,0.00,23545.71,50354.42,210524.86,231917.74,244816.82
2015-001 Shawnee GI,7116-0000 Clinical overtime,11.43,0.00,0.00,0.00,80.07,11.78,0.00,0.00,311.95,311.95,91.85,1571.94,218.63
2015-001 Shawnee GI,7117-0000 Administrative support salaries,25281.08,26859.89,27839.37,23858.64,25972.42,27558.10,15213.66,0.00,13383.98,28597.64,120442.19,136085.19,132751.65
2015-001 Shawnee GI,7129-0000 Accrued compensation,2552.29,1272.31,1599.00,1601.00,1600.00,1599.67,-66.33,0.00,2886.71,2820.38,6333.34,14101.88,12759.55
2015-001 Shawnee GI,7141-0000 FICA,5173.67,7397.19,5136.12,4764.17,4878.79,5985.27,3012.93,0.00,2644.07,5657.00,23777.28,30690.95,27457.82
2015-001 Shawnee GI,7143-0000 Federal unemployment,4.67,260.18,295.06,65.21,18.75,46.71,21.59,0.00,93.62,115.21,447.32,624.85,548.34
2015-001 Shawnee GI,7145-0000 State unemployment,3.52,5.67,0.00,0.00,0.00,0.00,0.00,0.00,115.21,115.21,0.00,624.85,306.28
2015-001 Shawnee GI,7161-0000 Pension,790.08,747.82,644.51,586.35,607.39,1093.86,392.10,0.00,420.99,813.09,3324.21,4065.46,4093.83
2015-001 Shawnee GI,7163-0000 Employee insurance,8690.67,9705.66,10205.77,8190.86,6295.04,7539.10,-1488.41,0.00,10492.12,9003.71,30742.36,45018.55,38172.97
2015-001 Shawnee GI,7165-0000 Workers compensation,1030.67,515.33,515.33,515.33,515.33,515.33,515.33,0.00,-33.66,481.67,2576.65,2408.36,2603.30
2015-001 Shawnee GI,7201-0000 Medical supplies actual,24283.99,9186.18,13106.45,14150.19,6894.13,12258.43,3506.70,0.00,7072.76,10579.46,49915.90,52658.88,76338.75
2015-001 Shawnee GI,7203-0000 Medical supplies accrual,-421.00,-616.00,2090.00,-1897.00,-57.00,-187.00,-999.00,0.00,999.00,0.00,-1050.00,0.00,-216.00
2015-001 Shawnee GI,7205-0000 Prescription drugs actual,5209.57,1376.31,1519.29,1272.41,1362.98,1311.78,0.00,0.00,1873.00,1873.00,5466.46,9272.13,9021.63
2015-001 Shawnee GI,7207-0000 Prescription drugs accrual,315.00,187.00,-414.00,-94.00,18.00,278.00,-338.00,0.00,338.00,0.00,-550.00,0.00,1031.00
2015-001 Shawnee GI,7223-0000 Corporate rebate program,-576.04,-1792.48,-188.33,-314.45,-716.57,-291.93,0.00,0.00,-439.25,-439.25,-1511.28,-2174.46,-2593.68
2015-001 Shawnee GI,7301-0000 Linen service,621.38,1699.18,1618.59,3716.97,1909.59,2780.56,37.18,0.00,3025.31,3062.49,10062.89,15312.44,22543.54
2015-001 Shawnee GI,7303-0000 Cleaning service,1547.00,1547.00,1609.00,1675.00,1675.00,1675.00,1675.00,0.00,-17.74,1657.26,8309.00,8286.29,7544.20
2015-001 Shawnee GI,7305-0000 Medical waste,465.38,274.60,486.68,461.24,436.22,516.90,0.00,0.00,250.65,250.65,1901.04,1253.24,696.19
2015-001 Shawnee GI,7309-0000 Billing service,603.00,777.00,636.00,618.00,510.00,618.00,0.00,0.00,786.19,786.19,2382.00,3887.54,3990.00
2015-001 Shawnee GI,7313-0000 Legal fees,0.00,0.00,80.00,0.00,356.87,0.00,0.00,0.00,0.00,0.00,436.87,0.00,0.00
2015-001 Shawnee GI,7321-0000 Collection fees,0.00,1332.08,314.71,317.08,89.44,1985.26,0.00,0.00,1190.47,1190.47,2706.49,5952.35,8429.09
2015-001 Shawnee GI,7322-0000 Contracted Anesthesia Services,0.00,0.00,53040.00,70883.30,-5306.30,42644.50,-15232.00,0.00,56089.79,40857.79,146029.50,206234.57,0.00
2015-001 Shawnee GI,7323-0000 Contract services,-271.51,2030.96,2745.09,2425.85,2589.99,1437.21,300.00,0.00,2122.06,2422.06,9498.14,12110.29,12172.87
2015-001 Shawnee GI,7323-7001 Contract services - Anesthesiology,34765.00,33177.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213180.00
2015-001 Shawnee GI,7327-0000 Uniform allowance,400.00,1439.22,200.00,0.00,0.00,0.00,0.00,0.00,106.48,106.48,200.00,532.38,723.62
2015-001 Shawnee GI,7331-0000 GP travel,109.76,0.00,1106.20,159.65,0.00,0.00,0.00,0.00,116.35,116.35,1265.85,581.77,790.76
2015-001 Shawnee GI,7333-0000 LP travel,161.90,442.38,0.00,155.23,0.00,0.00,0.00,0.00,0.00,0.00,155.23,0.00,0.00
2015-001 Shawnee GI,7337-0000 Business meals and entertainment,187.55,3562.17,490.34,265.74,421.43,294.93,-363.09,0.00,824.79,461.70,1109.35,2308.48,807.65
2015-001 Shawnee GI,7338-0000 Facility food and beverage,640.47,313.75,434.88,451.52,462.00,475.11,-115.20,0.00,578.86,463.66,1708.31,2318.30,2310.04
2015-001 Shawnee GI,7339-0000 Office supplies,1960.45,2050.74,1429.31,2367.28,742.19,262.87,529.65,0.00,1180.20,1709.85,5331.30,8549.26,9807.95
2015-001 Shawnee GI,7341-0000 Postage,4.45,0.00,0.00,0.00,5.58,-5.58,214.99,0.00,-174.10,40.89,214.99,204.45,251.71
2015-001 Shawnee GI,7343-0000 Express delivery,7.87,88.86,46.57,125.58,21.65,27.18,0.00,0.00,53.36,53.36,220.98,266.80,378.57
2015-001 Shawnee GI,7347-0000 Telephone,783.61,289.43,225.83,289.47,259.69,219.08,91.02,0.00,164.17,255.19,1085.09,1275.95,1553.69
2015-001 Shawnee GI,7349-0000 Dues and subscriptions,215.00,624.92,-74.92,95.00,0.00,0.00,0.00,0.00,69.15,69.15,20.08,345.75,0.00
2015-001 Shawnee GI,7351-0000 Meetings and conferences,0.00,3171.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2015-001 Shawnee GI,7353-0000 Maintenance scopes,2060.25,2060.25,2060.25,2060.25,2060.25,2060.00,-416.00,0.00,2916.00,2500.00,7824.75,12500.00,14794.43
2015-001 Shawnee GI,7355-0000 Maintenance other,1805.27,2052.27,813.36,3522.05,4082.08,1846.44,89.44,0.00,2090.67,2180.11,10353.37,10900.55,11009.45
2015-001 Shawnee GI,7356-0000 Software maintenance contracts,4231.08,5213.65,4384.56,4468.02,6236.90,4468.02,2904.02,0.00,3367.98,6272.00,22461.52,31360.00,22522.02
2015-001 Shawnee GI,7357-0000 Advertising,233.33,233.33,120.00,346.66,-106.66,164.27,75.73,0.00,164.60,240.33,600.00,1201.65,1166.65
2015-001 Shawnee GI,7363-0000 Employee recruiting cost,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,1.78,0.00,8.90,0.00
2015-001 Shawnee GI,7369-0000 Other operating expense,1789.78,1602.58,1444.38,1453.43,1885.83,1708.95,0.00,0.00,2019.84,2019.84,6492.59,10099.20,9829.31
2015-001 Shawnee GI,7370-0000 Minor equipment expense,0.00,0.00,0.00,0.00,548.40,0.00,0.00,0.00,212.83,212.83,548.40,1064.14,1576.33
2015-001 Shawnee GI,7371-0000 Accreditation fee,151.02,151.02,151.02,151.02,1121.02,151.02,151.02,0.00,0.00,151.02,1725.10,755.10,755.10
2015-001 Shawnee GI,7411-0000 Rent building,406.72,406.72,406.72,406.72,407.00,406.44,0.00,0.00,406.72,406.72,1626.88,2033.60,0.00
2015-001 Shawnee GI,7412-0000 Rent equipment,6086.47,-7384.23,-164.79,1093.22,758.29,1096.47,-1407.27,0.00,5259.59,3852.32,1375.92,19261.62,27944.68
2015-001 Shawnee GI,7415-0000 CAM,7285.81,17027.43,7691.91,6879.40,7285.81,7285.81,7285.81,0.00,0.00,7285.81,36428.74,36429.05,36429.05
2015-001 Shawnee GI,7416-0000 Lease level expense,11487.11,11487.11,11487.11,11487.11,11893.83,11080.39,11893.83,0.00,-406.72,11487.11,57842.27,57435.55,57435.55
