Field,Excel Value,DataBase Value,Variance,Result,Issue,Sheet,Center,CAReport Name
Dec 2024,2941909.52,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Dec 2024,0.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Dec 2024,NULL,7267.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,7298.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Dec 2024,0.28,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Dec 2024,48086224.65,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Dec 2024,7513077.26,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Dec 2024,6.5,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Dec 2024,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Dec 2024,-1577676.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Dec 2024,-171908.49,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Dec 2024,0.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Dec 2024,394649.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Dec 2024,NULL,394649.62,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,261.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Dec 2024,40.28,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Dec 2024,6116684.57,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Dec 2024,NULL,6116684.57,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Dec 2024,-30522663.18,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Dec 2024,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Dec 2024,-38995471.18,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Dec 2024,35082140.6,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Dec 2024,NULL,35082140.6,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,-572079.48,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,-572079.48,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Dec 2024,1583.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Dec 2024,243.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Dec 2024,36991900.79,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Dec 2024,NULL,36991900.79,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,6297329.12,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Dec 2024,269.64,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Dec 2024,41.47,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Dec 2024,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Dec 2024,-266410.74,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Dec 2024,151841.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Dec 2024,NULL,151841.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,23355.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Dec 2024,NULL,23355.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,48352635.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Dec 2024,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Dec 2024,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Dec 2024,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Dec 2024,35476790.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Dec 2024,0.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Dec 2024,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,31688328.71,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,31688328.71,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jan 2025,0.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Jan 2025,-109906.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Jan 2025,NULL,11448930.9,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,11448930.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jan 2025,0.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Jan 2025,NULL,5100401.52,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,5100401.52,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jan 2025,0.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Jan 2025,NULL,3314614.26,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,3314614.26,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jan 2025,0.06,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Jan 2025,NULL,2850575.63,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,2850575.63,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jan 2025,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Jan 2025,NULL,8817.87,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,8856.87,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Jan 2025,0.27,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Jan 2025,53650207.62,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Jan 2025,8386409.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Jan 2025,6.5,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Jan 2025,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Jan 2025,-1622860.65,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Jan 2025,-364513.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Jan 2025,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Jan 2025,319328.63,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Jan 2025,NULL,319328.63,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,237.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Jan 2025,36.47,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Jan 2025,6119728.53,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Jan 2025,NULL,6119728.53,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Jan 2025,-33451633.72,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Jan 2025,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Jan 2025,-43640937.88,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Jan 2025,28805262.27,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Jan 2025,NULL,28805262.27,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,-488983.93,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,-488983.93,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Jan 2025,1579.92,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Jan 2025,243.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Jan 2025,40784057.33,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Jan 2025,NULL,40784057.33,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,6967910.54,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Jan 2025,269.93,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Jan 2025,41.52,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Jan 2025,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Jan 2025,-263659.47,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Jan 2025,167812.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Jan 2025,NULL,167812.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,25814.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Jan 2025,NULL,25814.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,53913867.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Jan 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Jan 2025,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Jan 2025,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Jan 2025,29124590.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Jan 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Jan 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,31832320.28,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,31832320.28,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Feb 2025,0.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Feb 2025,-83703.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Feb 2025,NULL,11575052.03,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,11575052.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Feb 2025,0.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Feb 2025,NULL,6201498.95,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,6201498.95,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Feb 2025,0.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Feb 2025,NULL,2602155.11,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,2602155.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Feb 2025,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Feb 2025,NULL,2612803.99,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,2612803.99,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Feb 2025,0.05,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Feb 2025,NULL,8523.77,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,8554.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Feb 2025,0.26,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Feb 2025,54034139.61,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Feb 2025,8544703.33,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Feb 2025,6.46,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Feb 2025,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Feb 2025,-1657676.38,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Feb 2025,-359763.12,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Feb 2025,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Feb 2025,324947.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Feb 2025,NULL,324947.39,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,251.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Feb 2025,38.97,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Feb 2025,6128923.02,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Feb 2025,NULL,6128923.02,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,0.83,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Feb 2025,-31734536.28,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Feb 2025,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Feb 2025,-43831759.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Feb 2025,31549284.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Feb 2025,NULL,31549284.03,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,-564136.39,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,-564136.39,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Feb 2025,1576.15,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Feb 2025,243.89,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Feb 2025,38357064.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Feb 2025,NULL,38357064.85,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,6262765.45,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Feb 2025,257.35,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Feb 2025,39.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
Feb 2025,-0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Non-aged balances
Feb 2025,-225554.36,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Reconciling difference
Feb 2025,157274.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S006 Anesthesia base units
Feb 2025,NULL,157274.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,24336.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: S007 Anesthesia cases
Feb 2025,NULL,24336.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,54259693.97,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total accounts receivable aging
Feb 2025,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total adjustment percentage
Feb 2025,1.0,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total aging percentage
Feb 2025,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total allowance percentage
Feb 2025,31874231.42,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Total write-offs
Feb 2025,0.84,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Write-off percentage - Anes
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Feb 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,0.0,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,30822105.14,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,30822105.14,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Mar 2025,0.58,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 0 - 30 days
Mar 2025,66338.95,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 1111-1144 Depository - Anesthesia refund disbursement
Mar 2025,NULL,11387803.3,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,11387803.3,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Mar 2025,0.21,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 120+ days
Mar 2025,NULL,6380648.94,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,6380648.94,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Mar 2025,0.12,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 31 - 60 days
Mar 2025,NULL,3525843.16,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,3525843.16,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Mar 2025,0.07,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 61 - 90 days
Mar 2025,NULL,2076129.11,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,2076129.11,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Mar 2025,0.04,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: 91 - 120 days
Mar 2025,NULL,8281.22,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,8310.22,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: A211-0000 Gross days in AR
Mar 2025,0.25,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable greater than 90 days
Mar 2025,53309162.1,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Accounts receivable per general ledger
Mar 2025,8318692.85,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Accounts receivable, net"
Mar 2025,6.42,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Anesthesia units per case
Mar 2025,0.03,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance percentage
Mar 2025,-1638497.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt allowance
Mar 2025,-558509.77,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense - anesthesia
Mar 2025,0.01,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Bad debt expense percentage
Mar 2025,578885.63,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Bad debt write-offs, net of recoveries"
Mar 2025,NULL,578885.63,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,-238.17,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia case
Mar 2025,-37.09,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Collections per anesthesia unit
Mar 2025,-6342575.9,NULL,,Missing in Database,Missing in Database,Anesthesia,,"Anesthesia: Collections, net of refunds"
Mar 2025,NULL,-6342575.9,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,0.82,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustment percentage
Mar 2025,-33984305.79,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual adjustments - anesthesia
Mar 2025,0.81,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance percentage
Mar 2025,-43351971.59,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual allowance
Mar 2025,34462697.23,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Contractual write-offs
Mar 2025,NULL,34462697.23,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,NULL,-623306.64,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,-623306.64,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Credit balances
Mar 2025,1564.74,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia case
Mar 2025,243.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charge per anesthesia unit
Mar 2025,41670550.66,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Gross charges - anesthesia
Mar 2025,NULL,41670550.66,,Missing in Excel,Missing in Excel,Anesthesia,,
Mar 2025,7127735.1,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue - anesthesia
Mar 2025,267.65,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia case
Mar 2025,41.68,NULL,,Missing in Database,Missing in Database,Anesthesia,,Anesthesia: Net revenue per anesthesia unit
